QGC WPL 110
0	1	0	16	0	0	0	0	35.302200	-120.663284	274.399994	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325695	-120.751862	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325466	-120.751228	100.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325466	-120.750542	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325695	-120.749916	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	35.326111	-120.749451	100.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	35.326645	-120.749237	100.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	35.327202	-120.749313	100.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	35.327686	-120.749657	100.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330524	-120.752326	100.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330854	-120.752882	100.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330971	-120.753555	100.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330854	-120.754227	100.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330524	-120.754783	100.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330038	-120.755127	100.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	35.329481	-120.755199	100.000000	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	35.328947	-120.754987	100.000000	1
17	0	3	177	1.000000	100.000000	0.000000	0.000000	35.328501	-120.752513	100.000000	1
18	0	3	16	0.000000	0.000000	0.000000	0.000000	35.328221	-120.752299	100.000000	1
