QGC WPL 110
0	1	0	16	0	0	0	0	35.302200	-120.663284	274.399994	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325694	-120.751855	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325466	-120.751227	100.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325466	-120.750539	100.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	35.325694	-120.749911	100.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	35.326111	-120.749451	100.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	35.326645	-120.749239	100.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	35.327202	-120.749311	100.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	35.327688	-120.749654	100.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	35.331190	-120.752916	100.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	35.331519	-120.753472	100.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	35.331636	-120.754145	100.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	35.331519	-120.754817	100.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	35.331190	-120.755374	100.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330704	-120.755717	100.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	35.330146	-120.755789	100.000000	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	35.329612	-120.755577	100.000000	1
17	0	3	177	1.000000	100.000000	0.000000	0.000000	35.328501	-120.752599	100.000000	1
18	0	3	16	0.000000	0.000000	0.000000	0.000000	35.328396	-120.752599	100.000000	1
